species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1390	EAK88109	EAK88109	CM000433	EAK88109
Cryptosporidium_parvum_iowa_ii	353152	cgd5_140	EAZ51269	EAZ51269	CM000433	EAZ51269
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1400	EAK88108	EAK88108	CM000433	EAK88108
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1410	EAK88107	EAK88107	CM000433	EAK88107
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1420	EAK88105	EAK88105	CM000433	EAK88105
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1430	EAK88106	EAK88106	CM000433	EAK88106
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1440	EAK88104	EAK88104	CM000433	EAK88104
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1450	EAK88103	EAK88103	CM000433	EAK88103
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1460	EAK88101	EAK88101	CM000433	EAK88101
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1470	EAK88246	EAK88246	CM000433	EAK88246
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1480	EAK88102	EAK88102	CM000433	EAK88102
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1490	EAK88100	EAK88100	CM000433	EAK88100
Cryptosporidium_parvum_iowa_ii	353152	cgd5_150	EAK88194	EAK88194	CM000433	EAK88194
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1500	EAK88099	EAK88099	CM000433	EAK88099
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1510	EAK88098	EAK88098	CM000433	EAK88098
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1520	EAK88097	EAK88097	CM000433	EAK88097
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1530	EAK88096	EAK88096	CM000433	EAK88096
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1540	EAK88095	EAK88095	CM000433	EAK88095
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1550	EAK88245	EAK88245	CM000433	EAK88245
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1560	EAK88094	EAK88094	CM000433	EAK88094
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1570	EAK88093	EAK88093	CM000433	EAK88093
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1580	EAZ51287	EAZ51287	CM000433	EAZ51287
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1590	EAK88092	EAK88092	CM000433	EAK88092
Cryptosporidium_parvum_iowa_ii	353152	cgd5_160	EAK88193	EAK88193	CM000433	EAK88193
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1600	EAK88244	EAK88244	CM000433	EAK88244
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1610	EAK88091	EAK88091	CM000433	EAK88091
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1620	EAK88243	EAK88243	CM000433	EAK88243
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1630	EAK88242	EAK88242	CM000433	EAK88242
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1640	EAZ51288	EAZ51288	CM000433	EAZ51288
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1650	EAZ51289	EAZ51289	CM000433	EAZ51289
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1660	EAK88090	EAK88090	CM000433	EAK88090
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1670	EAK88089	EAK88089	CM000433	EAK88089
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1680	EAK88088	EAK88088	CM000433	EAK88088
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1690	EAK88087	EAK88087	CM000433	EAK88087
Cryptosporidium_parvum_iowa_ii	353152	cgd5_170	EAK88192	EAK88192	CM000433	EAK88192
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1700	EAK88241	EAK88241	CM000433	EAK88241
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1710	EAK88086	EAK88086	CM000433	EAK88086
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1720	EAK88083	EAK88083	CM000433	EAK88083
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1730	EAK88084	EAK88084	CM000433	EAK88084
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1740	EAK88085	EAK88085	CM000433	EAK88085
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1750	EAK88240	EAK88240	CM000433	EAK88240
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1760	EAK88081	EAK88081	CM000433	EAK88081
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1770	EAK88082	EAK88082	CM000433	EAK88082
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1780	EAK88239	EAK88239	CM000433	EAK88239
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1790	EAK88238	EAK88238	CM000433	EAK88238
Cryptosporidium_parvum_iowa_ii	353152	cgd5_180	EAK88190	EAK88190	CM000433	EAK88190
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1800	EAK88080	EAK88080	CM000433	EAK88080
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1810	EAK88079	EAK88079	CM000433	EAK88079
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1820	EAZ51290	EAZ51290	CM000433	EAZ51290
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1830	EAK88078	EAK88078	CM000433	EAK88078
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1840	EAK88077	EAK88077	CM000433	EAK88077
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1850	EAK88050	EAK88050	CM000433	EAK88050
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1860	EAK88075	EAK88075	CM000433	EAK88075
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1870	EAK88076	EAK88076	CM000433	EAK88076
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1880	EAK88237	EAK88237	CM000433	EAK88237
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1890	EAK88074	EAK88074	CM000433	EAK88074
Cryptosporidium_parvum_iowa_ii	353152	cgd5_190	EAK88188	EAK88188	CM000433	EAK88188
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1900	EAZ51291	EAZ51291	CM000433	EAZ51291
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1910	EAK88073	EAK88073	CM000433	EAK88073
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1920	EAK88069	EAK88069	CM000433	EAK88069
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1930	EAK88072	EAK88072	CM000433	EAK88072
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1940	EAK88070	EAK88070	CM000433	EAK88070
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1950	EAK88071	EAK88071	CM000433	EAK88071
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1960	EAK88234	EAK88234	CM000433	EAK88234
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1970	EAK88235	EAK88235	CM000433	EAK88235
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1980	EAK88068	EAK88068	CM000433	EAK88068
Cryptosporidium_parvum_iowa_ii	353152	cgd5_1990	EAZ51292	EAZ51292	CM000433	EAZ51292
Cryptosporidium_parvum_iowa_ii	353152	cgd5_20	EAK88203	EAK88203	CM000433	EAK88203
Cryptosporidium_parvum_iowa_ii	353152	cgd5_200	EAK88189	EAK88189	CM000433	EAK88189
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2000	EAK88067	EAK88067	CM000433	EAK88067
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2010	EAK88236	EAK88236	CM000433	EAK88236
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2020	EAK88066	EAK88066	CM000433	EAK88066
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2030	EAK88065	EAK88065	CM000433	EAK88065
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2040	EAZ51293	EAZ51293	CM000433	EAZ51293
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2050	EAK88064	EAK88064	CM000433	EAK88064
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2060	EAK88063	EAK88063	CM000433	EAK88063
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2070	EAK88062	EAK88062	CM000433	EAK88062
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2080	EAK88061	EAK88061	CM000433	EAK88061
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2090	EAK88060	EAK88060	CM000433	EAK88060
Cryptosporidium_parvum_iowa_ii	353152	cgd5_210	EAK88187	EAK88187	CM000433	EAK88187
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2100	EAZ51294	EAZ51294	CM000433	EAZ51294
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2110	EAK88059	EAK88059	CM000433	EAK88059
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2120	EAK88058	EAK88058	CM000433	EAK88058
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2130	EAK88057	EAK88057	CM000433	EAK88057
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2140	EAK88056	EAK88056	CM000433	EAK88056
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2150	EAK88055	EAK88055	CM000433	EAK88055
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2160	EAZ51295	EAZ51295	CM000433	EAZ51295
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2170	EAK88054	EAK88054	CM000433	EAK88054
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2180	EAK88053	EAK88053	CM000433	EAK88053
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2190	EAK88052	EAK88052	CM000433	EAK88052
Cryptosporidium_parvum_iowa_ii	353152	cgd5_220	EAK88186	EAK88186	CM000433	EAK88186
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2200	EAK88051	EAK88051	CM000433	EAK88051
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2210	EAK88204	EAK88204	CM000433	EAK88204
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2220	EAK88205	EAK88205	CM000433	EAK88205
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2230	EAK87955	EAK87955	CM000433	EAK87955
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2240	EAK87956	EAK87956	CM000433	EAK87956
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2250	EAK88206	EAK88206	CM000433	EAK88206
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2260	EAK88207	EAK88207	CM000433	EAK88207
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2265	cgd5_2265-1		CM000433	
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2270	EAZ51296	EAZ51296	CM000433	EAZ51296
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2280	EAK87957	EAK87957	CM000433	EAK87957
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2290	EAK87958	EAK87958	CM000433	EAK87958
Cryptosporidium_parvum_iowa_ii	353152	cgd5_230	EAZ51270	EAZ51270	CM000433	EAZ51270
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2300	EAK88208	EAK88208	CM000433	EAK88208
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2310	EAK88210	EAK88210	CM000433	EAK88210
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2315	cgd5_2315-1		CM000433	
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2316	cgd5_2316-1		CM000433	
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2320	EAK88209	EAK88209	CM000433	EAK88209
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2330	EAK87959	EAK87959	CM000433	EAK87959
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2340	EAK87960	EAK87960	CM000433	EAK87960
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2350	EAK87961	EAK87961	CM000433	EAK87961
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2360	EAK88211	EAK88211	CM000433	EAK88211
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2370	EAK87962	EAK87962	CM000433	EAK87962
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2380	EAK87963	EAK87963	CM000433	EAK87963
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2390	EAK87964	EAK87964	CM000433	EAK87964
Cryptosporidium_parvum_iowa_ii	353152	cgd5_240	EAK88270	EAK88270	CM000433	EAK88270
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2400	EAK87965	EAK87965	CM000433	EAK87965
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2410	EAK88212	EAK88212	CM000433	EAK88212
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2420	EAK87966	EAK87966	CM000433	EAK87966
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2430	EAK88213	EAK88213	CM000433	EAK88213
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2440	EAK87967	EAK87967	CM000433	EAK87967
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2450	EAK87968	EAK87968	CM000433	EAK87968
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2460	EAK87969	EAK87969	CM000433	EAK87969
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2470	EAK87970	EAK87970	CM000433	EAK87970
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2480	EAK87972	EAK87972	CM000433	EAK87972
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2490	EAK87971	EAK87971	CM000433	EAK87971
Cryptosporidium_parvum_iowa_ii	353152	cgd5_250	EAZ51271	EAZ51271	CM000433	EAZ51271
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2500	EAK87973	EAK87973	CM000433	EAK87973
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2510	EAK88218	EAK88218	CM000433	EAK88218
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2520	EAK88217	EAK88217	CM000433	EAK88217
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2530	EAK87974	EAK87974	CM000433	EAK87974
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2540	EAK87975	EAK87975	CM000433	EAK87975
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2550	EAK88214	EAK88214	CM000433	EAK88214
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2560	EAK87976	EAK87976	CM000433	EAK87976
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2570	EAK87977	EAK87977	CM000433	EAK87977
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2580	EAK87978	EAK87978	CM000433	EAK87978
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2590	EAK87979	EAK87979	CM000433	EAK87979
Cryptosporidium_parvum_iowa_ii	353152	cgd5_260	EAK88269	EAK88269	CM000433	EAK88269
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2600	EAK88215	EAK88215	CM000433	EAK88215
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2610	EAK88216	EAK88216	CM000433	EAK88216
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2620	EAK87980	EAK87980	CM000433	EAK87980
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2630	EAK87981	EAK87981	CM000433	EAK87981
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2640	EAK87982	EAK87982	CM000433	EAK87982
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2650	EAK87983	EAK87983	CM000433	EAK87983
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2660	EAK87984	EAK87984	CM000433	EAK87984
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2670	EAK88219	EAK88219	CM000433	EAK88219
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2680	EAK87986	EAK87986	CM000433	EAK87986
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2690	EAK87985	EAK87985	CM000433	EAK87985
Cryptosporidium_parvum_iowa_ii	353152	cgd5_270	EAK88268	EAK88268	CM000433	EAK88268
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2700	EAK87987	EAK87987	CM000433	EAK87987
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2710	EAZ51297	EAZ51297	CM000433	EAZ51297
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2720	EAK87996	EAK87996	CM000433	EAK87996
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2730	EAK87995	EAK87995	CM000433	EAK87995
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2740	EAK87988	EAK87988	CM000433	EAK87988
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2750	EAK87989	EAK87989	CM000433	EAK87989
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2760	EAK87990	EAK87990	CM000433	EAK87990
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2770	EAK88220	EAK88220	CM000433	EAK88220
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2780	EAK87991	EAK87991	CM000433	EAK87991
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2790	EAK87992	EAK87992	CM000433	EAK87992
Cryptosporidium_parvum_iowa_ii	353152	cgd5_280	EAK88185	EAK88185	CM000433	EAK88185
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2800	EAK88221	EAK88221	CM000433	EAK88221
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2810	EAK88003	EAK88003	CM000433	EAK88003
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2820	EAK87993	EAK87993	CM000433	EAK87993
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2830	EAK87994	EAK87994	CM000433	EAK87994
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2840	EAK87997	EAK87997	CM000433	EAK87997
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2850	EAK87998	EAK87998	CM000433	EAK87998
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2860	EAK87999	EAK87999	CM000433	EAK87999
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2870	EAK88000	EAK88000	CM000433	EAK88000
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2880	EAK88002	EAK88002	CM000433	EAK88002
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2890	EAK88001	EAK88001	CM000433	EAK88001
Cryptosporidium_parvum_iowa_ii	353152	cgd5_290	EAK88184	EAK88184	CM000433	EAK88184
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2900	EAK88004	EAK88004	CM000433	EAK88004
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2910	EAK88222	EAK88222	CM000433	EAK88222
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2920	EAZ51298	EAZ51298	CM000433	EAZ51298
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2930	EAK88005	EAK88005	CM000433	EAK88005
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2940	EAK88006	EAK88006	CM000433	EAK88006
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2950	EAK88223	EAK88223	CM000433	EAK88223
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2960	EAK88007	EAK88007	CM000433	EAK88007
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2965	cgd5_2965-1		CM000433	
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2970	EAZ51299	EAZ51299	CM000433	EAZ51299
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2980	EAZ51300	EAZ51300	CM000433	EAZ51300
Cryptosporidium_parvum_iowa_ii	353152	cgd5_2990	EAK88008	EAK88008	CM000433	EAK88008
Cryptosporidium_parvum_iowa_ii	353152	cgd5_30	EAK88202	EAK88202	CM000433	EAK88202
Cryptosporidium_parvum_iowa_ii	353152	cgd5_300	EAK88183	EAK88183	CM000433	EAK88183
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3000	EAZ51301	EAZ51301	CM000433	EAZ51301
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3010	EAK88224	EAK88224	CM000433	EAK88224
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3020	EAK88009	EAK88009	CM000433	EAK88009
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3030	EAK88010	EAK88010	CM000433	EAK88010
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3040	EAK88225	EAK88225	CM000433	EAK88225
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3050	EAZ51302	EAZ51302	CM000433	EAZ51302
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3060	EAK88011	EAK88011	CM000433	EAK88011
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3070	EAK88013	EAK88013	CM000433	EAK88013
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3080	EAK88012	EAK88012	CM000433	EAK88012
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3090	EAK88014	EAK88014	CM000433	EAK88014
Cryptosporidium_parvum_iowa_ii	353152	cgd5_310	EAK88182	EAK88182	CM000433	EAK88182
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3100	EAZ51303	EAZ51303	CM000433	EAZ51303
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3110	EAK88015	EAK88015	CM000433	EAK88015
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3120	EAK88016	EAK88016	CM000433	EAK88016
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3130	EAK88017	EAK88017	CM000433	EAK88017
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3140	EAK88018	EAK88018	CM000433	EAK88018
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3145	cgd5_3145-1		CM000433	
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3160	EAZ51304	EAZ51304	CM000433	EAZ51304
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3170	EAK88226	EAK88226	CM000433	EAK88226
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3180	EAK88019	EAK88019	CM000433	EAK88019
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3190	EAK88020	EAK88020	CM000433	EAK88020
Cryptosporidium_parvum_iowa_ii	353152	cgd5_320	EAK88181	EAK88181	CM000433	EAK88181
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3200	EAK88021	EAK88021	CM000433	EAK88021
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3210	EAK88022	EAK88022	CM000433	EAK88022
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3220	EAK88023	EAK88023	CM000433	EAK88023
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3230	EAZ51305	EAZ51305	CM000433	EAZ51305
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3235	cgd5_3235-1		CM000433	
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3240	EAK88024	EAK88024	CM000433	EAK88024
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3250	EAK88227	EAK88227	CM000433	EAK88227
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3260	EAK88025	EAK88025	CM000433	EAK88025
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3270	EAZ51306	EAZ51306	CM000433	EAZ51306
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3280	EAK88026	EAK88026	CM000433	EAK88026
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3290	EAK88027	EAK88027	CM000433	EAK88027
Cryptosporidium_parvum_iowa_ii	353152	cgd5_330	EAK88180	EAK88180	CM000433	EAK88180
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3300	EAK88028	EAK88028	CM000433	EAK88028
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3310	EAK88228	EAK88228	CM000433	EAK88228
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3320	EAK88029	EAK88029	CM000433	EAK88029
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3330	EAK88030	EAK88030	CM000433	EAK88030
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3340	EAK88229	EAK88229	CM000433	EAK88229
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3350	EAZ51307	EAZ51307	CM000433	EAZ51307
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3360	EAK88230	EAK88230	CM000433	EAK88230
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3370	EAK88031	EAK88031	CM000433	EAK88031
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3380	EAK88032	EAK88032	CM000433	EAK88032
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3390	EAK88033	EAK88033	CM000433	EAK88033
Cryptosporidium_parvum_iowa_ii	353152	cgd5_340	EAK88179	EAK88179	CM000433	EAK88179
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3400	EAZ51308	EAZ51308	CM000433	EAZ51308
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3410	EAK88034	EAK88034	CM000433	EAK88034
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3420	EAK88035	EAK88035	CM000433	EAK88035
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3430	EAK88036	EAK88036	CM000433	EAK88036
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3440	EAK88037	EAK88037	CM000433	EAK88037
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3450	EAK88038	EAK88038	CM000433	EAK88038
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3460	EAK88039	EAK88039	CM000433	EAK88039
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3470	EAK88040	EAK88040	CM000433	EAK88040
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3480	EAK88041	EAK88041	CM000433	EAK88041
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3490	EAK88042	EAK88042	CM000433	EAK88042
Cryptosporidium_parvum_iowa_ii	353152	cgd5_350	EAK88178	EAK88178	CM000433	EAK88178
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3500	EAK88043	EAK88043	CM000433	EAK88043
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3510	EAZ51309	EAZ51309	CM000433	EAZ51309
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3520	EAK88044	EAK88044	CM000433	EAK88044
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3530	EAK88232	EAK88232	CM000433	EAK88232
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3540	EAK88231	EAK88231	CM000433	EAK88231
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3550	EAK88045	EAK88045	CM000433	EAK88045
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3560	EAK88233	EAK88233	CM000433	EAK88233
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3570	EAK88046	EAK88046	CM000433	EAK88046
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3580	EAK88047	EAK88047	CM000433	EAK88047
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3590	EAK88048	EAK88048	CM000433	EAK88048
Cryptosporidium_parvum_iowa_ii	353152	cgd5_360	EAK88177	EAK88177	CM000433	EAK88177
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3600	EAK88049	EAK88049	CM000433	EAK88049
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3610	EAK87518	EAK87518	CM000433	EAK87518
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3620	EAK87517	EAK87517	CM000433	EAK87517
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3630	EAZ51226	EAZ51226	CM000433	EAZ51226
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3640	EAK87519	EAK87519	CM000433	EAK87519
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3650	EAK87520	EAK87520	CM000433	EAK87520
Cryptosporidium_parvum_iowa_ii	353152	cgd5_3660	EAK87521	EAK87521	CM000433	EAK87521
